# Lagrange radii [code units]
#1:t 2:r(0.0001) 3:r(0.0003) 4:r(0.0005) 5:r(0.0007) 6:r(0.0009) 7:r(0.001) 8:r(0.003) 9:r(0.005) 10:r(0.007) 11:r(0.009) 12:r(0.01) 13:r(0.03) 14:r(0.05) 15:r(0.07) 16:r(0.09) 17:r(0.1) 18:r(0.2) 19:r(0.3) 20:r(0.4) 21:r(0.5) 22:r(0.6) 23:r(0.7) 24:r(0.8) 25:r(0.9) 26:r(0.99)
1.273806002e-03 6.402610e-02 8.555526e-02 9.866522e-02 1.105808e-01 1.145915e-01 1.174685e-01 1.487075e-01 1.767540e-01 1.939641e-01 2.072072e-01 2.140869e-01 2.922000e-01 3.428836e-01 3.837584e-01 4.210644e-01 4.379455e-01 5.913056e-01 7.335221e-01 8.817857e-01 1.046162e+00 1.246412e+00 1.498244e+00 1.836625e+00 2.375342e+00 3.795124e+00 
1.294047662e-03 6.287948e-02 8.408118e-02 9.761646e-02 1.060945e-01 1.131519e-01 1.162219e-01 1.556642e-01 1.754257e-01 1.922139e-01 2.083188e-01 2.143220e-01 2.942015e-01 3.455056e-01 3.851987e-01 4.209437e-01 4.389332e-01 5.940772e-01 7.356694e-01 8.852702e-01 1.053537e+00 1.255146e+00 1.501998e+00 1.838574e+00 2.384751e+00 3.824833e+00 
1.311852348e-03 6.478700e-02 7.484058e-02 9.075844e-02 1.034443e-01 1.108088e-01 1.110339e-01 1.504243e-01 1.756342e-01 1.904920e-01 2.040521e-01 2.093744e-01 2.938980e-01 3.475032e-01 3.874574e-01 4.225887e-01 4.392095e-01 5.897489e-01 7.331998e-01 8.832769e-01 1.052384e+00 1.252438e+00 1.505188e+00 1.842504e+00 2.387390e+00 3.815266e+00 
1.330687225e-03 6.257525e-02 8.301502e-02 9.197110e-02 1.001877e-01 1.083191e-01 1.114578e-01 1.423806e-01 1.670230e-01 1.870866e-01 2.015238e-01 2.096139e-01 2.889099e-01 3.437605e-01 3.867013e-01 4.245721e-01 4.424946e-01 5.933158e-01 7.358564e-01 8.867355e-01 1.053093e+00 1.254009e+00 1.507122e+00 1.843844e+00 2.394563e+00 3.838858e+00 
1.353629807e-03 5.749611e-02 7.819840e-02 8.234902e-02 8.829794e-02 9.908427e-02 1.048643e-01 1.474673e-01 1.713289e-01 1.896913e-01 2.036614e-01 2.099344e-01 2.920570e-01 3.448588e-01 3.882865e-01 4.253230e-01 4.426243e-01 5.935406e-01 7.355058e-01 8.892665e-01 1.058962e+00 1.256975e+00 1.509547e+00 1.841750e+00 2.389699e+00 3.794690e+00 
1.360825729e-03 5.278134e-02 7.919699e-02 8.499729e-02 9.247880e-02 1.005759e-01 1.035899e-01 1.465381e-01 1.706588e-01 1.901219e-01 2.052211e-01 2.108501e-01 2.921792e-01 3.422015e-01 3.858531e-01 4.232348e-01 4.418144e-01 5.958928e-01 7.386602e-01 8.910980e-01 1.057341e+00 1.258334e+00 1.510025e+00 1.843617e+00 2.392833e+00 3.806704e+00 
1.375136083e-03 6.648838e-02 7.986980e-02 9.205432e-02 1.005450e-01 1.045613e-01 1.075775e-01 1.479551e-01 1.719386e-01 1.926164e-01 2.062781e-01 2.123799e-01 2.940257e-01 3.447972e-01 3.878548e-01 4.257688e-01 4.439903e-01 5.963904e-01 7.396174e-01 8.875288e-01 1.060491e+00 1.259086e+00 1.511854e+00 1.845745e+00 2.392866e+00 3.831673e+00 
1.384761438e-03 6.751887e-02 7.082435e-02 7.094759e-02 8.382604e-02 9.304926e-02 9.406938e-02 1.489348e-01 1.710697e-01 1.916621e-01 2.043456e-01 2.114370e-01 2.962986e-01 3.468521e-01 3.885017e-01 4.235729e-01 4.415557e-01 5.957938e-01 7.402104e-01 8.883225e-01 1.057155e+00 1.259244e+00 1.511353e+00 1.852446e+00 2.402001e+00 3.856028e+00 
1.410958363e-03 6.134395e-02 8.205047e-02 9.287006e-02 9.796707e-02 1.048118e-01 1.072434e-01 1.481300e-01 1.709655e-01 1.889331e-01 2.070110e-01 2.135379e-01 2.919869e-01 3.464225e-01 3.885196e-01 4.259608e-01 4.434984e-01 5.973544e-01 7.408234e-01 8.901192e-01 1.058777e+00 1.262800e+00 1.514221e+00 1.844110e+00 2.398430e+00 3.836535e+00 
1.422827755e-03 6.745165e-02 8.714877e-02 9.696244e-02 1.056978e-01 1.140973e-01 1.184894e-01 1.545154e-01 1.774826e-01 1.918176e-01 2.089723e-01 2.159429e-01 2.952483e-01 3.504297e-01 3.915249e-01 4.267092e-01 4.438517e-01 5.969950e-01 7.404042e-01 8.920450e-01 1.060888e+00 1.266298e+00 1.518018e+00 1.858666e+00 2.397408e+00 3.832590e+00 
1.428927594e-03 6.685651e-02 8.938916e-02 9.791418e-02 1.055509e-01 1.127357e-01 1.182560e-01 1.562676e-01 1.804014e-01 1.970567e-01 2.112767e-01 2.186880e-01 2.959825e-01 3.484841e-01 3.905152e-01 4.276579e-01 4.444932e-01 5.981461e-01 7.449068e-01 8.947548e-01 1.063951e+00 1.265374e+00 1.518669e+00 1.858558e+00 2.400542e+00 3.837215e+00 
1.437524601e-03 5.446861e-02 8.183804e-02 9.427832e-02 1.041633e-01 1.143288e-01 1.176465e-01 1.539861e-01 1.780488e-01 1.948666e-01 2.100044e-01 2.158978e-01 2.955787e-01 3.469755e-01 3.902616e-01 4.255618e-01 4.433964e-01 5.955974e-01 7.403792e-01 8.932095e-01 1.065410e+00 1.269571e+00 1.520776e+00 1.856465e+00 2.416053e+00 3.855646e+00 
1.451765064e-03 5.663351e-02 7.997597e-02 8.001210e-02 8.867053e-02 9.956658e-02 1.048174e-01 1.542906e-01 1.787849e-01 1.941032e-01 2.079007e-01 2.148252e-01 2.988150e-01 3.497987e-01 3.936047e-01 4.286094e-01 4.459166e-01 5.971841e-01 7.442309e-01 8.949504e-01 1.066590e+00 1.266910e+00 1.520438e+00 1.858240e+00 2.406663e+00 3.830906e+00 
1.459565592e-03 6.672040e-02 7.057461e-02 8.956608e-02 1.031697e-01 1.089966e-01 1.121527e-01 1.556363e-01 1.778361e-01 1.947586e-01 2.104444e-01 2.169923e-01 2.942032e-01 3.485152e-01 3.900958e-01 4.276052e-01 4.440850e-01 5.957668e-01 7.406674e-01 8.914684e-01 1.060073e+00 1.262715e+00 1.513885e+00 1.855575e+00 2.409968e+00 3.889655e+00 
1.470829487e-03 5.747424e-02 6.225283e-02 7.013119e-02 8.720264e-02 9.666914e-02 9.670786e-02 1.414520e-01 1.651157e-01 1.874952e-01 2.029042e-01 2.102588e-01 2.957079e-01 3.466797e-01 3.878615e-01 4.277305e-01 4.443401e-01 5.998000e-01 7.437619e-01 8.954284e-01 1.065179e+00 1.260959e+00 1.518161e+00 1.853669e+00 2.405826e+00 3.873624e+00 
1.492931587e-03 6.592368e-02 8.528421e-02 8.994641e-02 9.928239e-02 1.083933e-01 1.104853e-01 1.481384e-01 1.690783e-01 1.874907e-01 2.037269e-01 2.101907e-01 2.917651e-01 3.467965e-01 3.889545e-01 4.265220e-01 4.450307e-01 6.005558e-01 7.448478e-01 8.934289e-01 1.067602e+00 1.265458e+00 1.520366e+00 1.858733e+00 2.409414e+00 3.843668e+00 
1.500751492e-03 6.741432e-02 8.889722e-02 1.011437e-01 1.066390e-01 1.085791e-01 1.113197e-01 1.536665e-01 1.784296e-01 1.979030e-01 2.066713e-01 2.136118e-01 2.981708e-01 3.508104e-01 3.924603e-01 4.308846e-01 4.472683e-01 6.020920e-01 7.459859e-01 8.978032e-01 1.066437e+00 1.264122e+00 1.516284e+00 1.854566e+00 2.404179e+00 3.850804e+00 
1.526833783e-03 6.463714e-02 7.601921e-02 9.425150e-02 1.042131e-01 1.117905e-01 1.160473e-01 1.570668e-01 1.788903e-01 1.940512e-01 2.099886e-01 2.162757e-01 2.976118e-01 3.515158e-01 3.946815e-01 4.310879e-01 4.482839e-01 6.029363e-01 7.478178e-01 8.982762e-01 1.065034e+00 1.264790e+00 1.514266e+00 1.863970e+00 2.408428e+00 3.881193e+00 
1.539636371e-03 6.545547e-02 8.454510e-02 9.428359e-02 1.012543e-01 1.104015e-01 1.149664e-01 1.560825e-01 1.762282e-01 1.972134e-01 2.116573e-01 2.145045e-01 3.016095e-01 3.521662e-01 3.922900e-01 4.292642e-01 4.470373e-01 6.024820e-01 7.442056e-01 8.960791e-01 1.062402e+00 1.266954e+00 1.518823e+00 1.861463e+00 2.414692e+00 3.851059e+00 
1.551064503e-03 5.615656e-02 8.053383e-02 8.583761e-02 9.493666e-02 1.040231e-01 1.092302e-01 1.491102e-01 1.731293e-01 1.941488e-01 2.093674e-01 2.147534e-01 2.966691e-01 3.474890e-01 3.885984e-01 4.261210e-01 4.448929e-01 6.024704e-01 7.446556e-01 8.954141e-01 1.069292e+00 1.269899e+00 1.519573e+00 1.861138e+00 2.404397e+00 3.869112e+00 
1.566158696e-03 6.628704e-02 8.897149e-02 1.000859e-01 1.066290e-01 1.143594e-01 1.165749e-01 1.589845e-01 1.772841e-01 1.943472e-01 2.112385e-01 2.163037e-01 2.976080e-01 3.473399e-01 3.896911e-01 4.293493e-01 4.462346e-01 5.990280e-01 7.444035e-01 8.963213e-01 1.065880e+00 1.267308e+00 1.518610e+00 1.865844e+00 2.412146e+00 3.870315e+00 
1.586516599e-03 4.576851e-02 8.013737e-02 9.992031e-02 1.076828e-01 1.113226e-01 1.172388e-01 1.563914e-01 1.794832e-01 1.937973e-01 2.089919e-01 2.152954e-01 2.955798e-01 3.481271e-01 3.911763e-01 4.290453e-01 4.453281e-01 6.029861e-01 7.461764e-01 8.965912e-01 1.069198e+00 1.274430e+00 1.521521e+00 1.857278e+00 2.414315e+00 3.874204e+00 
1.597295763e-03 5.579777e-02 8.791467e-02 9.828781e-02 1.071766e-01 1.150386e-01 1.187293e-01 1.555382e-01 1.767307e-01 1.922821e-01 2.057495e-01 2.105610e-01 2.965692e-01 3.505638e-01 3.923059e-01 4.285215e-01 4.463442e-01 6.024483e-01 7.490751e-01 9.020842e-01 1.075894e+00 1.277004e+00 1.528956e+00 1.875102e+00 2.414778e+00 3.875510e+00 
1.606376627e-03 5.589456e-02 7.683284e-02 8.934362e-02 1.018536e-01 1.094004e-01 1.123719e-01 1.515433e-01 1.778161e-01 1.935622e-01 2.076863e-01 2.145932e-01 2.999009e-01 3.505962e-01 3.916773e-01 4.299359e-01 4.460534e-01 6.028750e-01 7.480722e-01 8.999575e-01 1.070074e+00 1.277381e+00 1.526240e+00 1.868348e+00 2.418258e+00 3.869142e+00 
1.616420698e-03 2.472619e-02 5.329586e-02 8.116375e-02 9.616124e-02 1.047955e-01 1.096716e-01 1.535543e-01 1.807221e-01 1.915792e-01 2.084927e-01 2.143450e-01 3.007258e-01 3.522848e-01 3.944992e-01 4.314453e-01 4.484203e-01 6.015546e-01 7.476621e-01 8.989943e-01 1.070782e+00 1.275849e+00 1.530047e+00 1.875189e+00 2.424068e+00 3.852280e+00 
1.630435025e-03 5.779873e-02 8.146564e-02 9.808758e-02 1.074470e-01 1.129729e-01 1.154168e-01 1.567011e-01 1.806231e-01 1.973571e-01 2.110020e-01 2.169275e-01 2.979297e-01 3.519947e-01 3.938547e-01 4.314665e-01 4.489743e-01 6.032498e-01 7.474287e-01 8.996603e-01 1.070930e+00 1.271614e+00 1.524266e+00 1.865463e+00 2.420340e+00 3.885647e+00 
1.640704151e-03 6.044583e-02 8.499640e-02 9.289319e-02 1.001848e-01 1.067919e-01 1.070715e-01 1.492964e-01 1.758500e-01 1.920644e-01 2.056166e-01 2.119806e-01 2.994314e-01 3.506158e-01 3.935156e-01 4.316737e-01 4.498423e-01 6.042200e-01 7.482304e-01 8.976719e-01 1.071399e+00 1.272797e+00 1.526331e+00 1.871586e+00 2.418292e+00 3.865917e+00 
1.660351569e-03 5.637591e-02 8.286661e-02 9.813612e-02 1.009129e-01 1.124926e-01 1.153045e-01 1.462836e-01 1.686847e-01 1.895230e-01 2.040010e-01 2.110248e-01 2.990784e-01 3.532982e-01 3.940658e-01 4.331431e-01 4.495203e-01 6.050735e-01 7.530608e-01 9.036563e-01 1.075082e+00 1.277664e+00 1.532882e+00 1.870459e+00 2.425979e+00 3.886500e+00 
1.682550422e-03 5.453294e-02 8.680697e-02 9.507240e-02 1.034752e-01 1.076509e-01 1.101018e-01 1.480821e-01 1.743518e-01 1.910990e-01 2.064869e-01 2.096463e-01 2.994798e-01 3.554954e-01 3.970140e-01 4.340434e-01 4.497804e-01 6.052075e-01 7.506201e-01 9.001056e-01 1.074760e+00 1.279766e+00 1.522948e+00 1.868462e+00 2.424271e+00 3.897133e+00 
1.702311744e-03 4.464654e-02 7.430137e-02 7.705494e-02 7.983143e-02 8.779458e-02 9.361845e-02 1.495406e-01 1.712549e-01 1.899276e-01 2.054428e-01 2.116988e-01 2.985976e-01 3.512556e-01 3.938599e-01 4.320588e-01 4.494848e-01 6.052610e-01 7.524165e-01 9.030594e-01 1.070705e+00 1.278765e+00 1.531733e+00 1.874382e+00 2.420612e+00 3.856979e+00 
1.721233119e-03 4.463802e-02 7.400739e-02 9.123158e-02 9.699279e-02 1.069072e-01 1.098750e-01 1.526249e-01 1.714123e-01 1.869284e-01 2.019339e-01 2.105221e-01 2.957754e-01 3.517420e-01 3.951179e-01 4.320374e-01 4.500669e-01 6.075869e-01 7.528815e-01 9.040229e-01 1.076046e+00 1.281230e+00 1.534149e+00 1.876375e+00 2.425959e+00 3.914198e+00 
1.736535060e-03 5.320317e-02 7.279436e-02 7.338177e-02 8.099129e-02 9.330644e-02 9.826388e-02 1.534369e-01 1.791099e-01 1.971280e-01 2.101363e-01 2.182756e-01 2.965017e-01 3.536019e-01 3.963523e-01 4.342041e-01 4.508975e-01 6.081988e-01 7.546320e-01 9.069177e-01 1.079210e+00 1.283794e+00 1.536170e+00 1.880274e+00 2.435523e+00 3.875830e+00 
1.750370996e-03 6.349484e-02 6.995269e-02 8.301712e-02 9.435579e-02 1.041697e-01 1.118282e-01 1.473013e-01 1.679528e-01 1.899651e-01 2.080522e-01 2.156524e-01 3.039314e-01 3.535797e-01 3.958368e-01 4.347989e-01 4.525982e-01 6.093284e-01 7.543329e-01 9.069123e-01 1.078586e+00 1.282659e+00 1.537828e+00 1.881748e+00 2.429767e+00 3.903309e+00 
1.761903716e-03 5.353478e-02 6.553724e-02 9.034437e-02 1.056554e-01 1.131375e-01 1.145989e-01 1.562376e-01 1.788397e-01 1.934592e-01 2.072932e-01 2.132806e-01 2.978473e-01 3.522850e-01 3.952061e-01 4.329796e-01 4.518177e-01 6.089177e-01 7.539139e-01 9.080185e-01 1.080229e+00 1.281772e+00 1.535575e+00 1.879190e+00 2.439761e+00 3.911022e+00 
1.774492565e-03 6.832979e-02 9.131630e-02 9.966780e-02 1.087782e-01 1.162559e-01 1.174266e-01 1.563731e-01 1.756278e-01 1.899440e-01 2.079250e-01 2.131046e-01 2.987297e-01 3.523095e-01 3.977012e-01 4.345523e-01 4.510116e-01 6.065815e-01 7.514010e-01 9.025681e-01 1.078431e+00 1.284543e+00 1.535030e+00 1.884880e+00 2.432377e+00 3.913111e+00 
1.785269639e-03 5.883439e-02 8.089047e-02 9.860032e-02 1.054689e-01 1.063773e-01 1.066115e-01 1.486950e-01 1.739749e-01 1.960728e-01 2.104811e-01 2.177704e-01 3.011674e-01 3.528136e-01 3.946405e-01 4.335365e-01 4.511865e-01 6.062889e-01 7.528489e-01 9.083533e-01 1.083105e+00 1.288626e+00 1.541885e+00 1.886292e+00 2.438498e+00 3.913337e+00 
1.803874430e-03 5.316350e-02 6.030219e-02 6.101167e-02 7.629249e-02 8.294910e-02 8.815333e-02 1.397302e-01 1.715846e-01 1.927569e-01 2.060804e-01 2.132138e-01 2.982419e-01 3.523259e-01 3.954924e-01 4.352451e-01 4.523130e-01 6.084814e-01 7.557423e-01 9.095214e-01 1.078810e+00 1.285580e+00 1.544009e+00 1.884669e+00 2.440374e+00 3.910102e+00 
1.827403531e-03 4.684297e-02 7.886360e-02 9.349109e-02 9.721686e-02 1.065938e-01 1.105988e-01 1.544377e-01 1.772685e-01 1.927623e-01 2.078563e-01 2.141595e-01 3.000690e-01 3.520394e-01 3.958809e-01 4.332755e-01 4.509187e-01 6.080088e-01 7.536750e-01 9.070800e-01 1.077513e+00 1.281827e+00 1.538181e+00 1.888631e+00 2.443549e+00 3.898029e+00 
1.833516306e-03 5.927392e-02 6.576957e-02 6.721876e-02 8.499500e-02 9.818610e-02 1.041254e-01 1.550929e-01 1.806479e-01 1.987761e-01 2.103878e-01 2.158242e-01 3.008893e-01 3.545993e-01 3.962542e-01 4.358917e-01 4.530310e-01 6.095557e-01 7.564617e-01 9.076665e-01 1.081998e+00 1.285498e+00 1.540358e+00 1.883159e+00 2.439944e+00 3.923845e+00 
1.856266820e-03 5.340481e-02 5.379582e-02 7.353932e-02 9.200489e-02 1.023300e-01 1.078981e-01 1.442318e-01 1.746879e-01 1.913897e-01 2.052979e-01 2.119036e-01 2.969916e-01 3.533563e-01 3.970965e-01 4.371775e-01 4.551061e-01 6.109654e-01 7.574348e-01 9.082975e-01 1.083129e+00 1.291564e+00 1.546856e+00 1.892058e+00 2.448522e+00 3.932744e+00 
1.877685398e-03 5.890048e-02 8.082913e-02 8.751631e-02 9.107182e-02 9.180252e-02 9.180412e-02 1.389202e-01 1.613517e-01 1.828869e-01 1.989703e-01 2.073209e-01 2.987486e-01 3.530271e-01 3.971375e-01 4.376863e-01 4.549837e-01 6.099779e-01 7.560525e-01 9.133820e-01 1.086734e+00 1.288759e+00 1.542576e+00 1.877112e+00 2.439806e+00 3.923152e+00 
1.895822223e-03 4.459542e-02 4.461520e-02 6.552030e-02 6.555140e-02 7.881811e-02 8.219477e-02 1.358201e-01 1.682649e-01 1.858461e-01 2.001068e-01 2.092136e-01 3.005846e-01 3.525474e-01 3.960622e-01 4.353005e-01 4.531241e-01 6.115831e-01 7.569152e-01 9.123356e-01 1.085479e+00 1.289122e+00 1.538033e+00 1.880301e+00 2.444932e+00 3.911727e+00 
1.919199254e-03 6.295025e-02 8.418759e-02 9.003608e-02 9.019844e-02 9.456494e-02 1.001263e-01 1.464769e-01 1.664955e-01 1.849227e-01 2.044393e-01 2.106835e-01 3.005917e-01 3.544562e-01 4.000487e-01 4.379686e-01 4.557122e-01 6.104932e-01 7.548340e-01 9.109702e-01 1.084768e+00 1.292546e+00 1.548225e+00 1.892278e+00 2.452392e+00 3.952753e+00 
1.939032752e-03 5.848453e-02 8.095594e-02 9.630374e-02 1.056914e-01 1.110538e-01 1.161551e-01 1.588713e-01 1.828417e-01 1.984937e-01 2.114374e-01 2.163113e-01 3.008704e-01 3.545519e-01 3.976733e-01 4.340167e-01 4.519685e-01 6.124672e-01 7.572999e-01 9.130845e-01 1.083877e+00 1.292817e+00 1.551298e+00 1.894521e+00 2.452926e+00 3.950885e+00 
1.946852694e-03 6.256121e-02 8.606511e-02 8.610121e-02 9.283341e-02 1.038711e-01 1.083046e-01 1.531955e-01 1.731985e-01 1.925109e-01 2.081526e-01 2.154373e-01 3.020075e-01 3.557664e-01 3.975540e-01 4.364469e-01 4.537350e-01 6.115412e-01 7.560069e-01 9.107902e-01 1.089248e+00 1.292717e+00 1.550946e+00 1.896649e+00 2.455486e+00 3.941811e+00 
1.967150224e-03 5.352498e-02 8.367182e-02 9.230387e-02 1.053688e-01 1.109678e-01 1.136646e-01 1.574448e-01 1.816443e-01 1.960724e-01 2.103377e-01 2.176680e-01 3.052464e-01 3.569917e-01 3.981304e-01 4.346156e-01 4.527346e-01 6.120303e-01 7.574764e-01 9.147219e-01 1.090534e+00 1.297010e+00 1.552676e+00 1.893862e+00 2.447218e+00 3.942026e+00 
1.981012092e-03 5.892407e-02 8.440249e-02 9.679496e-02 9.902685e-02 1.112387e-01 1.156536e-01 1.513816e-01 1.766323e-01 1.917971e-01 2.094497e-01 2.148292e-01 2.978815e-01 3.553050e-01 3.998927e-01 4.383790e-01 4.551018e-01 6.142863e-01 7.621314e-01 9.158422e-01 1.089340e+00 1.297157e+00 1.551795e+00 1.903883e+00 2.461546e+00 3.938612e+00 
1.992691940e-03 6.031910e-02 7.751242e-02 9.359941e-02 1.024504e-01 1.045478e-01 1.046153e-01 1.432457e-01 1.724395e-01 1.940235e-01 2.081479e-01 2.145762e-01 3.045259e-01 3.579528e-01 4.015344e-01 4.399166e-01 4.589283e-01 6.140743e-01 7.626865e-01 9.142016e-01 1.088162e+00 1.295140e+00 1.550472e+00 1.904393e+00 2.447064e+00 3.922603e+00 
2.009145057e-03 5.749807e-02 8.119741e-02 9.091778e-02 1.026484e-01 1.108886e-01 1.119078e-01 1.425264e-01 1.740196e-01 1.952997e-01 2.117927e-01 2.176747e-01 3.023290e-01 3.548997e-01 3.983320e-01 4.361450e-01 4.543653e-01 6.140842e-01 7.602808e-01 9.163850e-01 1.091056e+00 1.294410e+00 1.552790e+00 1.899217e+00 2.454921e+00 3.938846e+00 
2.017135937e-03 5.461006e-02 6.133072e-02 6.155512e-02 7.220974e-02 8.975115e-02 9.387847e-02 1.508655e-01 1.776133e-01 1.959773e-01 2.128119e-01 2.200053e-01 3.031259e-01 3.546339e-01 3.992136e-01 4.378217e-01 4.563132e-01 6.160600e-01 7.641887e-01 9.189495e-01 1.091782e+00 1.294510e+00 1.550376e+00 1.899699e+00 2.458264e+00 3.951910e+00 
2.038709471e-03 5.862854e-02 7.809357e-02 9.139030e-02 1.007922e-01 1.124732e-01 1.154061e-01 1.574814e-01 1.849463e-01 1.970307e-01 2.157118e-01 2.203824e-01 3.050538e-01 3.532849e-01 3.976698e-01 4.362550e-01 4.550288e-01 6.130301e-01 7.627115e-01 9.205503e-01 1.094553e+00 1.297550e+00 1.552147e+00 1.895719e+00 2.459264e+00 3.932305e+00 
2.054370763e-03 6.071430e-02 8.286778e-02 9.481478e-02 1.035868e-01 1.103747e-01 1.132692e-01 1.564818e-01 1.767519e-01 1.951362e-01 2.094717e-01 2.145054e-01 3.028124e-01 3.584294e-01 4.013374e-01 4.399478e-01 4.574781e-01 6.138793e-01 7.645268e-01 9.146016e-01 1.090519e+00 1.296969e+00 1.555616e+00 1.907693e+00 2.462046e+00 3.937792e+00 
2.063142395e-03 6.194227e-02 8.003122e-02 9.691340e-02 1.057772e-01 1.146001e-01 1.160464e-01 1.476666e-01 1.761116e-01 1.899320e-01 2.044127e-01 2.116307e-01 3.011830e-01 3.558476e-01 3.977440e-01 4.379916e-01 4.561319e-01 6.143744e-01 7.651099e-01 9.173151e-01 1.093887e+00 1.300766e+00 1.554054e+00 1.901385e+00 2.458937e+00 3.974618e+00 
2.080836713e-03 6.125265e-02 7.480906e-02 8.402518e-02 9.491442e-02 1.030606e-01 1.061736e-01 1.452155e-01 1.700290e-01 1.925810e-01 2.068085e-01 2.134841e-01 3.016741e-01 3.554817e-01 4.003087e-01 4.358608e-01 4.546795e-01 6.120690e-01 7.639445e-01 9.167816e-01 1.088975e+00 1.297157e+00 1.548768e+00 1.889826e+00 2.462277e+00 3.927084e+00 
2.093347296e-03 5.449022e-02 5.457519e-02 6.660238e-02 7.497816e-02 7.543998e-02 8.334848e-02 1.429304e-01 1.734908e-01 1.955348e-01 2.109314e-01 2.181034e-01 3.034150e-01 3.572446e-01 3.994654e-01 4.372072e-01 4.549177e-01 6.131763e-01 7.651284e-01 9.182490e-01 1.092810e+00 1.297703e+00 1.555117e+00 1.910080e+00 2.460962e+00 3.937228e+00 
2.112833068e-03 5.239990e-02 8.377704e-02 9.611345e-02 9.616705e-02 1.009782e-01 1.014904e-01 1.440185e-01 1.754887e-01 1.935423e-01 2.102455e-01 2.176844e-01 3.019562e-01 3.543218e-01 3.989191e-01 4.375780e-01 4.564182e-01 6.133677e-01 7.626965e-01 9.211041e-01 1.096778e+00 1.301918e+00 1.559934e+00 1.908927e+00 2.472797e+00 3.952391e+00 
2.130417055e-03 4.592199e-02 7.958389e-02 9.253466e-02 1.024296e-01 1.097211e-01 1.127673e-01 1.572275e-01 1.786263e-01 1.924113e-01 2.089368e-01 2.162346e-01 3.047419e-01 3.568422e-01 3.991299e-01 4.388360e-01 4.564067e-01 6.150855e-01 7.631895e-01 9.180112e-01 1.093728e+00 1.301478e+00 1.558782e+00 1.909279e+00 2.458503e+00 3.979538e+00 
2.142173329e-03 5.343892e-02 7.813720e-02 7.832290e-02 8.733479e-02 1.004529e-01 1.038607e-01 1.527610e-01 1.741667e-01 1.914672e-01 2.068615e-01 2.141240e-01 3.008435e-01 3.572130e-01 4.017391e-01 4.409506e-01 4.604890e-01 6.153136e-01 7.658402e-01 9.174219e-01 1.092659e+00 1.302300e+00 1.561580e+00 1.913319e+00 2.462753e+00 3.945615e+00 
2.158044995e-03 5.021854e-02 7.521266e-02 8.717086e-02 9.912014e-02 1.092963e-01 1.141706e-01 1.581153e-01 1.851184e-01 1.987844e-01 2.126238e-01 2.178738e-01 3.023696e-01 3.578490e-01 4.017014e-01 4.405161e-01 4.583766e-01 6.136938e-01 7.656005e-01 9.175125e-01 1.092496e+00 1.298291e+00 1.554847e+00 1.911407e+00 2.464976e+00 3.956836e+00 
2.166948312e-03 5.856529e-02 8.426057e-02 8.554775e-02 8.656818e-02 9.194706e-02 9.821017e-02 1.539740e-01 1.802959e-01 1.958517e-01 2.102433e-01 2.175450e-01 3.048936e-01 3.605726e-01 4.006201e-01 4.391059e-01 4.585383e-01 6.151434e-01 7.645925e-01 9.224623e-01 1.097898e+00 1.297792e+00 1.555546e+00 1.903612e+00 2.453787e+00 3.944307e+00 
2.177940021e-03 5.284441e-02 7.632714e-02 9.346297e-02 1.055181e-01 1.135116e-01 1.169167e-01 1.478907e-01 1.753382e-01 1.953045e-01 2.099299e-01 2.169178e-01 3.034730e-01 3.575758e-01 4.004971e-01 4.392251e-01 4.564130e-01 6.160445e-01 7.659632e-01 9.227847e-01 1.099183e+00 1.306643e+00 1.562472e+00 1.913724e+00 2.466254e+00 3.945938e+00 
2.195186805e-03 4.995244e-02 7.725958e-02 9.362501e-02 9.680671e-02 9.826639e-02 1.037848e-01 1.532894e-01 1.774619e-01 1.939716e-01 2.064099e-01 2.145929e-01 3.041136e-01 3.600268e-01 4.004939e-01 4.379866e-01 4.558650e-01 6.153779e-01 7.646442e-01 9.217305e-01 1.097431e+00 1.303255e+00 1.558810e+00 1.905360e+00 2.463688e+00 3.958894e+00 
2.201982883e-03 5.034012e-02 6.847610e-02 6.856799e-02 8.445278e-02 9.456286e-02 1.010621e-01 1.499317e-01 1.746587e-01 1.921173e-01 2.078756e-01 2.157950e-01 3.001089e-01 3.556590e-01 4.013316e-01 4.420439e-01 4.599455e-01 6.203969e-01 7.690964e-01 9.249532e-01 1.100195e+00 1.304345e+00 1.560900e+00 1.907317e+00 2.471569e+00 3.943359e+00 
2.215111502e-03 4.594680e-02 6.989466e-02 7.043930e-02 8.836482e-02 9.827414e-02 1.014392e-01 1.511726e-01 1.764485e-01 1.981148e-01 2.085354e-01 2.165024e-01 3.035386e-01 3.587682e-01 4.029437e-01 4.426441e-01 4.606040e-01 6.210732e-01 7.662969e-01 9.208010e-01 1.096778e+00 1.298885e+00 1.563135e+00 1.908458e+00 2.463128e+00 3.956286e+00 
2.222201579e-03 6.093086e-02 6.148385e-02 7.605305e-02 8.566285e-02 9.559075e-02 9.996530e-02 1.527584e-01 1.745307e-01 1.905795e-01 2.066179e-01 2.118032e-01 3.060053e-01 3.601540e-01 4.039004e-01 4.431008e-01 4.604664e-01 6.197546e-01 7.671534e-01 9.224061e-01 1.096711e+00 1.303018e+00 1.555171e+00 1.908188e+00 2.469765e+00 3.954869e+00 
