# Lagrange radii [code units]
#1:t 2:r(0.0001) 3:r(0.0003) 4:r(0.0005) 5:r(0.0007) 6:r(0.0009) 7:r(0.001) 8:r(0.003) 9:r(0.005) 10:r(0.007) 11:r(0.009) 12:r(0.01) 13:r(0.03) 14:r(0.05) 15:r(0.07) 16:r(0.09) 17:r(0.1) 18:r(0.2) 19:r(0.3) 20:r(0.4) 21:r(0.5) 22:r(0.6) 23:r(0.7) 24:r(0.8) 25:r(0.9) 26:r(0.99)
3.047456780e-03 4.653237e-02 7.228966e-02 8.956538e-02 9.849833e-02 1.054205e-01 1.096790e-01 1.418575e-01 1.629788e-01 1.882540e-01 2.045791e-01 2.138831e-01 3.023495e-01 3.599422e-01 4.028547e-01 4.438162e-01 4.630821e-01 6.269288e-01 7.805465e-01 9.386296e-01 1.118693e+00 1.328010e+00 1.588906e+00 1.939260e+00 2.512227e+00 4.028220e+00 
3.063220349e-03 5.483046e-02 6.646573e-02 7.948042e-02 9.334594e-02 1.066751e-01 1.090501e-01 1.544035e-01 1.724111e-01 1.869271e-01 2.052302e-01 2.141432e-01 3.015084e-01 3.572769e-01 4.043130e-01 4.442976e-01 4.629735e-01 6.291802e-01 7.803462e-01 9.399397e-01 1.121636e+00 1.329655e+00 1.591840e+00 1.947811e+00 2.520171e+00 4.052120e+00 
3.072675143e-03 5.221710e-02 6.174395e-02 7.242659e-02 8.924612e-02 1.025391e-01 1.062956e-01 1.491310e-01 1.746765e-01 1.945562e-01 2.101463e-01 2.177263e-01 3.038152e-01 3.614929e-01 4.038412e-01 4.442703e-01 4.632801e-01 6.325718e-01 7.835504e-01 9.421633e-01 1.118882e+00 1.334312e+00 1.597143e+00 1.944650e+00 2.525826e+00 4.037919e+00 
3.078776996e-03 5.195255e-02 6.969551e-02 8.704418e-02 9.809972e-02 1.009978e-01 1.022811e-01 1.425166e-01 1.762015e-01 1.977120e-01 2.114796e-01 2.177693e-01 3.042988e-01 3.615106e-01 4.031192e-01 4.437032e-01 4.624279e-01 6.264779e-01 7.833227e-01 9.432092e-01 1.122680e+00 1.329609e+00 1.599697e+00 1.949153e+00 2.525625e+00 4.037767e+00 
3.083741943e-03 6.157646e-02 8.281186e-02 9.467505e-02 1.044928e-01 1.131482e-01 1.178301e-01 1.500818e-01 1.717716e-01 1.919094e-01 2.070516e-01 2.161631e-01 3.077786e-01 3.598002e-01 4.049179e-01 4.454140e-01 4.634260e-01 6.291365e-01 7.825620e-01 9.415895e-01 1.116732e+00 1.329300e+00 1.591272e+00 1.947762e+00 2.517224e+00 4.057904e+00 
3.100975967e-03 5.197585e-02 7.378655e-02 8.680496e-02 1.032834e-01 1.116814e-01 1.144563e-01 1.594252e-01 1.852756e-01 2.003815e-01 2.120626e-01 2.191668e-01 3.044632e-01 3.575126e-01 4.062463e-01 4.453745e-01 4.641844e-01 6.307812e-01 7.838832e-01 9.433271e-01 1.121164e+00 1.332230e+00 1.591524e+00 1.946498e+00 2.520323e+00 4.054432e+00 
3.115821540e-03 4.773242e-02 6.544664e-02 8.369187e-02 8.993102e-02 9.772854e-02 1.036397e-01 1.549334e-01 1.741115e-01 1.966661e-01 2.111447e-01 2.182304e-01 3.026339e-01 3.616249e-01 4.076131e-01 4.490161e-01 4.671804e-01 6.312900e-01 7.856229e-01 9.417018e-01 1.120233e+00 1.332872e+00 1.593881e+00 1.945889e+00 2.520095e+00 4.028855e+00 
3.123863474e-03 5.008072e-02 7.437114e-02 8.975992e-02 9.908124e-02 1.022221e-01 1.059084e-01 1.331309e-01 1.650743e-01 1.856315e-01 2.048480e-01 2.135191e-01 3.050895e-01 3.639644e-01 4.062663e-01 4.454616e-01 4.642293e-01 6.313026e-01 7.850174e-01 9.458066e-01 1.124332e+00 1.335692e+00 1.592684e+00 1.950742e+00 2.527511e+00 4.034075e+00 
3.142541926e-03 4.208116e-02 6.955451e-02 8.760879e-02 9.994925e-02 1.104188e-01 1.133880e-01 1.501168e-01 1.770952e-01 1.921972e-01 2.085769e-01 2.164420e-01 3.053907e-01 3.596578e-01 4.065321e-01 4.467959e-01 4.673010e-01 6.284382e-01 7.825549e-01 9.442143e-01 1.122657e+00 1.330258e+00 1.591037e+00 1.948005e+00 2.527097e+00 4.031615e+00 
3.150995808e-03 3.939462e-02 7.083208e-02 8.575365e-02 8.763507e-02 9.668116e-02 9.674941e-02 1.294720e-01 1.664892e-01 1.840784e-01 1.984683e-01 2.058137e-01 3.038496e-01 3.574361e-01 4.054284e-01 4.463098e-01 4.650025e-01 6.350321e-01 7.854324e-01 9.451338e-01 1.123769e+00 1.331284e+00 1.589374e+00 1.948704e+00 2.526930e+00 4.035251e+00 
3.153521417e-03 4.404021e-02 6.337836e-02 8.237511e-02 9.470810e-02 1.014497e-01 1.065847e-01 1.416417e-01 1.676248e-01 1.929514e-01 2.049390e-01 2.138944e-01 3.049733e-01 3.611561e-01 4.068786e-01 4.493162e-01 4.692648e-01 6.336241e-01 7.856075e-01 9.456652e-01 1.122096e+00 1.333605e+00 1.592899e+00 1.949922e+00 2.517426e+00 4.046424e+00 
3.168704132e-03 5.791903e-02 8.187983e-02 9.613015e-02 9.720747e-02 9.728821e-02 1.024893e-01 1.429647e-01 1.727319e-01 1.951692e-01 2.090742e-01 2.157323e-01 3.047093e-01 3.624426e-01 4.072512e-01 4.476789e-01 4.664089e-01 6.304330e-01 7.835568e-01 9.424195e-01 1.120231e+00 1.330538e+00 1.589057e+00 1.949719e+00 2.530804e+00 4.065913e+00 
3.172097712e-03 5.616573e-02 8.008826e-02 9.601139e-02 1.018531e-01 1.018969e-01 1.023810e-01 1.435902e-01 1.688967e-01 1.909605e-01 2.078499e-01 2.173881e-01 3.032682e-01 3.591945e-01 4.042017e-01 4.429212e-01 4.627877e-01 6.300363e-01 7.837884e-01 9.440071e-01 1.121415e+00 1.331548e+00 1.594726e+00 1.949598e+00 2.533996e+00 4.058255e+00 
3.183965813e-03 4.879531e-02 5.215392e-02 6.735776e-02 8.596726e-02 9.692914e-02 1.005654e-01 1.347225e-01 1.719626e-01 1.863336e-01 2.026112e-01 2.112303e-01 3.079650e-01 3.640254e-01 4.059525e-01 4.449667e-01 4.638385e-01 6.309259e-01 7.841542e-01 9.459673e-01 1.122556e+00 1.331898e+00 1.594024e+00 1.944900e+00 2.524441e+00 4.055430e+00 
3.195107868e-03 4.536874e-02 7.203567e-02 8.919773e-02 1.013295e-01 1.123646e-01 1.157171e-01 1.400618e-01 1.729871e-01 1.898042e-01 2.091921e-01 2.155260e-01 3.007778e-01 3.621904e-01 4.078317e-01 4.489508e-01 4.660220e-01 6.320554e-01 7.845185e-01 9.438326e-01 1.121843e+00 1.330968e+00 1.591031e+00 1.946311e+00 2.529021e+00 4.038073e+00 
3.202028809e-03 5.039836e-02 8.062277e-02 9.627959e-02 9.981083e-02 1.093468e-01 1.116856e-01 1.513713e-01 1.729338e-01 1.947698e-01 2.064161e-01 2.119448e-01 3.004667e-01 3.588709e-01 4.086436e-01 4.490998e-01 4.670570e-01 6.317217e-01 7.840195e-01 9.477383e-01 1.127271e+00 1.337506e+00 1.598503e+00 1.955619e+00 2.531805e+00 4.063474e+00 
3.210861772e-03 5.413010e-02 6.637093e-02 7.590749e-02 7.971557e-02 8.005383e-02 8.032476e-02 1.435206e-01 1.718030e-01 1.961609e-01 2.073593e-01 2.127979e-01 3.049079e-01 3.605934e-01 4.070900e-01 4.465951e-01 4.653048e-01 6.340970e-01 7.838076e-01 9.421469e-01 1.123093e+00 1.332818e+00 1.595331e+00 1.949553e+00 2.540581e+00 4.061879e+00 
3.212394367e-03 5.656209e-02 7.668715e-02 8.708924e-02 9.417602e-02 1.003906e-01 1.004217e-01 1.506514e-01 1.704000e-01 1.934793e-01 2.114014e-01 2.157197e-01 3.022296e-01 3.600264e-01 4.090822e-01 4.482224e-01 4.669562e-01 6.330158e-01 7.819151e-01 9.429804e-01 1.120287e+00 1.330726e+00 1.590715e+00 1.950515e+00 2.527200e+00 4.050502e+00 
3.219559041e-03 3.605703e-02 5.125560e-02 6.335705e-02 7.958162e-02 8.658770e-02 9.399203e-02 1.442630e-01 1.692203e-01 1.879761e-01 2.078363e-01 2.145089e-01 3.011195e-01 3.588908e-01 4.074443e-01 4.473953e-01 4.664046e-01 6.332559e-01 7.834071e-01 9.435115e-01 1.121701e+00 1.333494e+00 1.592343e+00 1.948669e+00 2.521898e+00 4.048755e+00 
3.231100901e-03 5.118493e-02 7.433600e-02 7.589504e-02 8.778666e-02 1.002052e-01 1.042716e-01 1.441151e-01 1.617361e-01 1.871214e-01 2.039876e-01 2.102855e-01 3.038299e-01 3.610123e-01 4.055646e-01 4.465765e-01 4.643007e-01 6.266181e-01 7.819921e-01 9.415058e-01 1.118764e+00 1.330718e+00 1.589962e+00 1.949342e+00 2.527377e+00 4.047364e+00 
3.245200870e-03 5.485803e-02 7.846681e-02 9.295373e-02 1.044371e-01 1.118958e-01 1.144745e-01 1.531905e-01 1.790517e-01 1.984734e-01 2.091474e-01 2.157089e-01 3.035817e-01 3.581043e-01 4.049775e-01 4.454453e-01 4.644701e-01 6.294141e-01 7.812417e-01 9.423602e-01 1.124978e+00 1.338284e+00 1.598813e+00 1.951555e+00 2.538523e+00 4.064258e+00 
3.251313815e-03 4.675590e-02 7.184610e-02 8.988296e-02 9.893421e-02 9.897079e-02 1.007822e-01 1.421273e-01 1.727524e-01 1.954085e-01 2.058972e-01 2.116477e-01 3.033148e-01 3.605257e-01 4.054290e-01 4.454116e-01 4.645622e-01 6.301810e-01 7.825419e-01 9.438705e-01 1.123992e+00 1.333847e+00 1.594672e+00 1.948843e+00 2.528010e+00 4.068273e+00 
3.257016500e-03 5.355074e-02 7.099822e-02 8.750346e-02 9.875935e-02 1.074004e-01 1.108360e-01 1.518426e-01 1.704639e-01 1.973680e-01 2.064623e-01 2.154656e-01 3.032274e-01 3.643868e-01 4.096837e-01 4.494190e-01 4.680885e-01 6.335934e-01 7.866638e-01 9.470783e-01 1.123180e+00 1.336357e+00 1.601878e+00 1.956529e+00 2.526592e+00 4.055870e+00 
3.264221312e-03 3.764464e-02 7.911913e-02 8.009369e-02 8.030244e-02 9.900990e-02 1.021886e-01 1.443446e-01 1.740411e-01 1.926929e-01 2.106039e-01 2.176817e-01 3.072775e-01 3.642863e-01 4.086014e-01 4.491685e-01 4.686249e-01 6.296241e-01 7.843049e-01 9.441607e-01 1.125156e+00 1.335282e+00 1.594590e+00 1.955641e+00 2.541989e+00 4.075402e+00 
3.266109687e-03 5.620858e-02 7.725011e-02 8.707643e-02 9.796100e-02 1.083896e-01 1.102690e-01 1.531380e-01 1.813814e-01 1.975408e-01 2.127794e-01 2.202145e-01 3.089919e-01 3.647630e-01 4.098179e-01 4.498638e-01 4.682876e-01 6.334117e-01 7.875859e-01 9.441978e-01 1.126656e+00 1.337528e+00 1.597624e+00 1.958791e+00 2.536576e+00 4.050994e+00 
3.272779246e-03 5.096375e-02 7.615312e-02 7.624975e-02 8.100702e-02 9.710072e-02 9.718505e-02 1.375251e-01 1.688428e-01 1.877989e-01 2.063745e-01 2.104490e-01 3.094757e-01 3.651078e-01 4.069259e-01 4.467777e-01 4.656403e-01 6.324131e-01 7.827216e-01 9.448109e-01 1.123530e+00 1.332550e+00 1.593843e+00 1.961743e+00 2.538714e+00 4.081829e+00 
3.275283326e-03 4.820132e-02 7.292389e-02 8.952603e-02 9.801088e-02 9.801660e-02 9.809191e-02 1.475589e-01 1.762848e-01 1.936885e-01 2.114833e-01 2.174628e-01 3.014280e-01 3.588100e-01 4.062532e-01 4.473118e-01 4.665227e-01 6.343626e-01 7.868699e-01 9.457094e-01 1.121253e+00 1.335024e+00 1.598983e+00 1.954804e+00 2.535694e+00 4.069761e+00 
3.291973501e-03 4.980087e-02 6.181496e-02 6.794913e-02 8.293134e-02 9.822805e-02 1.041767e-01 1.519527e-01 1.764818e-01 1.994205e-01 2.116271e-01 2.161936e-01 3.059097e-01 3.632320e-01 4.088184e-01 4.483150e-01 4.670708e-01 6.319378e-01 7.839851e-01 9.447862e-01 1.123529e+00 1.334389e+00 1.596017e+00 1.955272e+00 2.522318e+00 4.070379e+00 
3.299948612e-03 4.082188e-02 4.778559e-02 6.946529e-02 8.782558e-02 9.965962e-02 1.047560e-01 1.464532e-01 1.750044e-01 1.993901e-01 2.113243e-01 2.179876e-01 3.087986e-01 3.622355e-01 4.079215e-01 4.477183e-01 4.638382e-01 6.296948e-01 7.873103e-01 9.488293e-01 1.121912e+00 1.334011e+00 1.598875e+00 1.956461e+00 2.527345e+00 4.051342e+00 
3.309646123e-03 5.577565e-02 7.513974e-02 9.216005e-02 9.236994e-02 9.500050e-02 9.518712e-02 1.374416e-01 1.665611e-01 1.873428e-01 2.017812e-01 2.074191e-01 3.025933e-01 3.583503e-01 4.080479e-01 4.498351e-01 4.686679e-01 6.317619e-01 7.881072e-01 9.501967e-01 1.129731e+00 1.339697e+00 1.603480e+00 1.957860e+00 2.524875e+00 4.057589e+00 
3.319389927e-03 5.143634e-02 7.649642e-02 9.295822e-02 9.424062e-02 1.005076e-01 1.046269e-01 1.508850e-01 1.716185e-01 1.879325e-01 2.017743e-01 2.079477e-01 3.051061e-01 3.630762e-01 4.087818e-01 4.491266e-01 4.670590e-01 6.340768e-01 7.875833e-01 9.495604e-01 1.131635e+00 1.344794e+00 1.603735e+00 1.962793e+00 2.539941e+00 4.072188e+00 
3.331146561e-03 5.334235e-02 7.579820e-02 9.251131e-02 1.030562e-01 1.062040e-01 1.063009e-01 1.473026e-01 1.716616e-01 1.831545e-01 2.024617e-01 2.104541e-01 3.042284e-01 3.615697e-01 4.123291e-01 4.521286e-01 4.685841e-01 6.346263e-01 7.846632e-01 9.472251e-01 1.128920e+00 1.336706e+00 1.597578e+00 1.961352e+00 2.537159e+00 4.048369e+00 
3.340407884e-03 4.555360e-02 6.759857e-02 7.655060e-02 9.145895e-02 1.017464e-01 1.050493e-01 1.327358e-01 1.654502e-01 1.846444e-01 1.985158e-01 2.058490e-01 2.996481e-01 3.571791e-01 4.043204e-01 4.473813e-01 4.649467e-01 6.318221e-01 7.849323e-01 9.471085e-01 1.123758e+00 1.335397e+00 1.595855e+00 1.950884e+00 2.529833e+00 4.070362e+00 
3.358050916e-03 4.755912e-02 6.966969e-02 8.148188e-02 8.160690e-02 8.286043e-02 8.885593e-02 1.394120e-01 1.655324e-01 1.893241e-01 2.075885e-01 2.126933e-01 2.988938e-01 3.565914e-01 4.037406e-01 4.430835e-01 4.623447e-01 6.302983e-01 7.846060e-01 9.483160e-01 1.126437e+00 1.338959e+00 1.599267e+00 1.957726e+00 2.530374e+00 4.062683e+00 
3.360658694e-03 3.805196e-02 5.067201e-02 7.656329e-02 9.024750e-02 9.681671e-02 9.706834e-02 1.430775e-01 1.734622e-01 1.900567e-01 2.024178e-01 2.111826e-01 2.984317e-01 3.571239e-01 4.059097e-01 4.477363e-01 4.674519e-01 6.320839e-01 7.870131e-01 9.482747e-01 1.128656e+00 1.343162e+00 1.605836e+00 1.961795e+00 2.533312e+00 4.065257e+00 
3.363093528e-03 5.631665e-02 6.312575e-02 7.235493e-02 7.600554e-02 7.637289e-02 7.900002e-02 1.354776e-01 1.575177e-01 1.796363e-01 2.002411e-01 2.091840e-01 3.043619e-01 3.596888e-01 4.073538e-01 4.482548e-01 4.676025e-01 6.341365e-01 7.878591e-01 9.508444e-01 1.130485e+00 1.343300e+00 1.601972e+00 1.962814e+00 2.544675e+00 4.072200e+00 
3.366091431e-03 5.507254e-02 7.537433e-02 9.092942e-02 1.006844e-01 1.097855e-01 1.130315e-01 1.481530e-01 1.622793e-01 1.783692e-01 1.966895e-01 2.061586e-01 2.996581e-01 3.608341e-01 4.096581e-01 4.504590e-01 4.695291e-01 6.356991e-01 7.892379e-01 9.511542e-01 1.131481e+00 1.343189e+00 1.606327e+00 1.963444e+00 2.534158e+00 4.086548e+00 
3.378353280e-03 3.170313e-02 4.499064e-02 7.020864e-02 8.585253e-02 9.072370e-02 9.778971e-02 1.389509e-01 1.741134e-01 1.905915e-01 2.056021e-01 2.113668e-01 2.999186e-01 3.565428e-01 4.048945e-01 4.476152e-01 4.669104e-01 6.339789e-01 7.892934e-01 9.508076e-01 1.128048e+00 1.341985e+00 1.601054e+00 1.954959e+00 2.534308e+00 4.072976e+00 
3.386587910e-03 5.133236e-02 7.979567e-02 8.472279e-02 9.116960e-02 1.005695e-01 1.035222e-01 1.428019e-01 1.762407e-01 1.934393e-01 2.076847e-01 2.130106e-01 3.074462e-01 3.597472e-01 4.055110e-01 4.468067e-01 4.662059e-01 6.322859e-01 7.841014e-01 9.476286e-01 1.127585e+00 1.336550e+00 1.600758e+00 1.956614e+00 2.535167e+00 4.062930e+00 
3.400625475e-03 5.886985e-02 7.797262e-02 8.705715e-02 9.814283e-02 1.025977e-01 1.044566e-01 1.447414e-01 1.659884e-01 1.835589e-01 1.980695e-01 2.074006e-01 3.037828e-01 3.618098e-01 4.099010e-01 4.485566e-01 4.678212e-01 6.352232e-01 7.865762e-01 9.470205e-01 1.126505e+00 1.340992e+00 1.596981e+00 1.955643e+00 2.546769e+00 4.080092e+00 
3.410718886e-03 4.293332e-02 4.347966e-02 4.651414e-02 6.939605e-02 8.291419e-02 8.834752e-02 1.316341e-01 1.611781e-01 1.820583e-01 2.039907e-01 2.109871e-01 3.049355e-01 3.591752e-01 4.056543e-01 4.473078e-01 4.682257e-01 6.338735e-01 7.879205e-01 9.479279e-01 1.123754e+00 1.332936e+00 1.596886e+00 1.956719e+00 2.537507e+00 4.073380e+00 
